machine_id,machine_type,active_time,fault_type,repair/replace_type,cost,event_type
5,Generator,3000,,Maintenance Service,50,Service
5,Generator,6000,,Maintenance Service,50,Service
5,Generator,9000,,Maintenance Service,50,Service
5,Generator,10767,Cooling System,Replaced Cooling System,400,Failure
5,Generator,12000,,Maintenance Service,50,Service
5,Generator,12363,Alternator,Replaced Alternator,700,Failure
5,Generator,14089,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,15000,,Maintenance Service,50,Service
5,Generator,18000,,Maintenance Service,50,Service
5,Generator,21000,,Maintenance Service,50,Service
5,Generator,24000,,Maintenance Service,50,Service
5,Generator,24217,Cooling System,Replaced Cooling System,400,Failure
5,Generator,25900,Alternator,Replaced Alternator,700,Failure
5,Generator,27000,,Maintenance Service,50,Service
5,Generator,29786,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,30000,,Maintenance Service,50,Service
5,Generator,33000,,Maintenance Service,50,Service
5,Generator,36000,,Maintenance Service,50,Service
5,Generator,37696,Cooling System,Replaced Cooling System,400,Failure
5,Generator,39000,,Maintenance Service,50,Service
5,Generator,39947,Alternator,Replaced Alternator,700,Failure
5,Generator,42000,,Maintenance Service,50,Service
5,Generator,45000,,Maintenance Service,50,Service
5,Generator,46462,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,48000,,Maintenance Service,50,Service
5,Generator,50701,Cooling System,Replaced Cooling System,400,Failure
5,Generator,51000,,Maintenance Service,50,Service
5,Generator,53809,Alternator,Replaced Alternator,700,Failure
5,Generator,54000,,Maintenance Service,50,Service
5,Generator,57000,,Maintenance Service,50,Service
5,Generator,60000,,Maintenance Service,50,Service
5,Generator,62953,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,63000,,Maintenance Service,50,Service
5,Generator,64414,Cooling System,Replaced Cooling System,400,Failure
5,Generator,66000,,Maintenance Service,50,Service
5,Generator,67512,Alternator,Replaced Alternator,700,Failure
5,Generator,68012,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
5,Generator,69000,,Maintenance Service,50,Service
5,Generator,72000,,Maintenance Service,50,Service
5,Generator,75000,,Maintenance Service,50,Service
5,Generator,77919,Cooling System,Replaced Cooling System,400,Failure
5,Generator,78000,,Maintenance Service,50,Service
5,Generator,81000,,Maintenance Service,50,Service
5,Generator,81467,Alternator,Replaced Alternator,700,Failure
5,Generator,81967,Cooling System,Preemptive Replacement of Cooling System,400,Preemptive Replacement
5,Generator,82034,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,84000,,Maintenance Service,50,Service
5,Generator,87000,,Maintenance Service,50,Service
5,Generator,90000,,Maintenance Service,50,Service
5,Generator,92635,Cooling System,Replaced Cooling System,400,Failure
5,Generator,93000,,Maintenance Service,50,Service
5,Generator,95151,Alternator,Replaced Alternator,700,Failure
5,Generator,96000,,Maintenance Service,50,Service
5,Generator,98008,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,99000,,Maintenance Service,50,Service
5,Generator,102000,,Maintenance Service,50,Service
5,Generator,105000,,Maintenance Service,50,Service
5,Generator,105561,Cooling System,Replaced Cooling System,400,Failure
5,Generator,108000,,Maintenance Service,50,Service
5,Generator,109250,Alternator,Replaced Alternator,700,Failure
5,Generator,111000,,Maintenance Service,50,Service
5,Generator,114000,,Maintenance Service,50,Service
5,Generator,114681,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,117000,,Maintenance Service,50,Service
5,Generator,118880,Cooling System,Replaced Cooling System,400,Failure
5,Generator,119380,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
5,Generator,120000,,Maintenance Service,50,Service
5,Generator,123000,,Maintenance Service,50,Service
5,Generator,123404,Alternator,Replaced Alternator,700,Failure
5,Generator,126000,,Maintenance Service,50,Service
5,Generator,129000,,Maintenance Service,50,Service
5,Generator,131970,Cooling System,Replaced Cooling System,400,Failure
5,Generator,132000,,Maintenance Service,50,Service
5,Generator,133371,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,135000,,Maintenance Service,50,Service
5,Generator,136507,Alternator,Replaced Alternator,700,Failure
5,Generator,138000,,Maintenance Service,50,Service
5,Generator,141000,,Maintenance Service,50,Service
5,Generator,144000,,Maintenance Service,50,Service
5,Generator,144646,Cooling System,Replaced Cooling System,400,Failure
5,Generator,147000,,Maintenance Service,50,Service
5,Generator,149402,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,150000,,Maintenance Service,50,Service
5,Generator,150297,Alternator,Replaced Alternator,700,Failure
5,Generator,153000,,Maintenance Service,50,Service
5,Generator,156000,,Maintenance Service,50,Service
5,Generator,158266,Cooling System,Replaced Cooling System,400,Failure
5,Generator,159000,,Maintenance Service,50,Service
5,Generator,162000,,Maintenance Service,50,Service
5,Generator,164827,Alternator,Replaced Alternator,700,Failure
5,Generator,165000,,Maintenance Service,50,Service
5,Generator,165625,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,168000,,Maintenance Service,50,Service
5,Generator,171000,,Maintenance Service,50,Service
5,Generator,171188,Cooling System,Replaced Cooling System,400,Failure
5,Generator,174000,,Maintenance Service,50,Service
5,Generator,177000,,Maintenance Service,50,Service
5,Generator,178655,Alternator,Replaced Alternator,700,Failure
5,Generator,180000,,Maintenance Service,50,Service
5,Generator,182281,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,183000,,Maintenance Service,50,Service
5,Generator,183822,Cooling System,Replaced Cooling System,400,Failure
5,Generator,186000,,Maintenance Service,50,Service
5,Generator,189000,,Maintenance Service,50,Service
5,Generator,192000,,Maintenance Service,50,Service
5,Generator,192569,Alternator,Replaced Alternator,700,Failure
5,Generator,195000,,Maintenance Service,50,Service
5,Generator,196556,Cooling System,Replaced Cooling System,400,Failure
5,Generator,197995,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,198000,,Maintenance Service,50,Service
5,Generator,201000,,Maintenance Service,50,Service
5,Generator,204000,,Maintenance Service,50,Service
5,Generator,206468,Alternator,Replaced Alternator,700,Failure
5,Generator,207000,,Maintenance Service,50,Service
5,Generator,209891,Cooling System,Replaced Cooling System,400,Failure
5,Generator,210000,,Maintenance Service,50,Service
5,Generator,213000,,Maintenance Service,50,Service
5,Generator,214000,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,216000,,Maintenance Service,50,Service
5,Generator,219000,,Maintenance Service,50,Service
5,Generator,220223,Alternator,Replaced Alternator,700,Failure
5,Generator,222000,,Maintenance Service,50,Service
5,Generator,222933,Cooling System,Replaced Cooling System,400,Failure
5,Generator,225000,,Maintenance Service,50,Service
5,Generator,228000,,Maintenance Service,50,Service
5,Generator,230393,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,231000,,Maintenance Service,50,Service
5,Generator,234000,,Maintenance Service,50,Service
5,Generator,234018,Alternator,Replaced Alternator,700,Failure
5,Generator,234518,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
5,Generator,236273,Cooling System,Replaced Cooling System,400,Failure
5,Generator,237000,,Maintenance Service,50,Service
5,Generator,240000,,Maintenance Service,50,Service
5,Generator,243000,,Maintenance Service,50,Service
5,Generator,246000,,Maintenance Service,50,Service
5,Generator,247877,Alternator,Replaced Alternator,700,Failure
5,Generator,249000,,Maintenance Service,50,Service
5,Generator,249041,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,249736,Cooling System,Replaced Cooling System,400,Failure
5,Generator,252000,,Maintenance Service,50,Service
5,Generator,255000,,Maintenance Service,50,Service
5,Generator,258000,,Maintenance Service,50,Service
5,Generator,261000,,Maintenance Service,50,Service
5,Generator,261657,Alternator,Replaced Alternator,700,Failure
5,Generator,262988,Cooling System,Replaced Cooling System,400,Failure
5,Generator,264000,,Maintenance Service,50,Service
5,Generator,265315,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,267000,,Maintenance Service,50,Service
5,Generator,270000,,Maintenance Service,50,Service
5,Generator,273000,,Maintenance Service,50,Service
5,Generator,275638,Alternator,Replaced Alternator,700,Failure
5,Generator,276000,,Maintenance Service,50,Service
5,Generator,276661,Cooling System,Replaced Cooling System,400,Failure
5,Generator,279000,,Maintenance Service,50,Service
5,Generator,281536,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,282000,,Maintenance Service,50,Service
5,Generator,285000,,Maintenance Service,50,Service
5,Generator,288000,,Maintenance Service,50,Service
5,Generator,288628,Alternator,Replaced Alternator,700,Failure
5,Generator,290632,Cooling System,Replaced Cooling System,400,Failure
5,Generator,291000,,Maintenance Service,50,Service
5,Generator,294000,,Maintenance Service,50,Service
5,Generator,297000,,Maintenance Service,50,Service
5,Generator,297777,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,300000,,Maintenance Service,50,Service
5,Generator,302428,Alternator,Replaced Alternator,700,Failure
5,Generator,302928,Cooling System,Preemptive Replacement of Cooling System,400,Preemptive Replacement
5,Generator,303000,,Maintenance Service,50,Service
5,Generator,306000,,Maintenance Service,50,Service
5,Generator,309000,,Maintenance Service,50,Service
5,Generator,312000,,Maintenance Service,50,Service
5,Generator,313333,Cooling System,Replaced Cooling System,400,Failure
5,Generator,314241,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,315000,,Maintenance Service,50,Service
5,Generator,316261,Alternator,Replaced Alternator,700,Failure
5,Generator,318000,,Maintenance Service,50,Service
5,Generator,321000,,Maintenance Service,50,Service
5,Generator,324000,,Maintenance Service,50,Service
5,Generator,326315,Cooling System,Replaced Cooling System,400,Failure
5,Generator,327000,,Maintenance Service,50,Service
5,Generator,330000,,Maintenance Service,50,Service
5,Generator,330765,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,330876,Alternator,Replaced Alternator,700,Failure
5,Generator,333000,,Maintenance Service,50,Service
5,Generator,336000,,Maintenance Service,50,Service
5,Generator,339000,,Maintenance Service,50,Service
5,Generator,339021,Cooling System,Replaced Cooling System,400,Failure
5,Generator,342000,,Maintenance Service,50,Service
5,Generator,343983,Alternator,Replaced Alternator,700,Failure
5,Generator,345000,,Maintenance Service,50,Service
5,Generator,346818,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,348000,,Maintenance Service,50,Service
5,Generator,351000,,Maintenance Service,50,Service
5,Generator,351910,Cooling System,Replaced Cooling System,400,Failure
5,Generator,354000,,Maintenance Service,50,Service
5,Generator,357000,,Maintenance Service,50,Service
5,Generator,357267,Alternator,Replaced Alternator,700,Failure
5,Generator,357767,Cooling System,Preemptive Replacement of Cooling System,400,Preemptive Replacement
5,Generator,360000,,Maintenance Service,50,Service
5,Generator,362989,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,363000,,Maintenance Service,50,Service
5,Generator,366000,,Maintenance Service,50,Service
5,Generator,368316,Cooling System,Replaced Cooling System,400,Failure
5,Generator,369000,,Maintenance Service,50,Service
5,Generator,371484,Alternator,Replaced Alternator,700,Failure
5,Generator,372000,,Maintenance Service,50,Service
5,Generator,375000,,Maintenance Service,50,Service
5,Generator,378000,,Maintenance Service,50,Service
5,Generator,379125,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,379625,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
5,Generator,379976,Cooling System,Replaced Cooling System,400,Failure
5,Generator,380476,Alternator,Preemptive Replacement of Alternator,700,Preemptive Replacement
5,Generator,381000,,Maintenance Service,50,Service
5,Generator,384000,,Maintenance Service,50,Service
5,Generator,387000,,Maintenance Service,50,Service
5,Generator,390000,,Maintenance Service,50,Service
5,Generator,392964,Cooling System,Replaced Cooling System,400,Failure
5,Generator,393000,,Maintenance Service,50,Service
5,Generator,393366,Alternator,Replaced Alternator,700,Failure
5,Generator,393866,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
5,Generator,396000,,Maintenance Service,50,Service
5,Generator,399000,,Maintenance Service,50,Service
5,Generator,402000,,Maintenance Service,50,Service
5,Generator,405000,,Maintenance Service,50,Service
5,Generator,405831,Cooling System,Replaced Cooling System,400,Failure
5,Generator,407266,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,407446,Alternator,Replaced Alternator,700,Failure
5,Generator,408000,,Maintenance Service,50,Service
5,Generator,411000,,Maintenance Service,50,Service
5,Generator,414000,,Maintenance Service,50,Service
5,Generator,417000,,Maintenance Service,50,Service
5,Generator,419205,Cooling System,Replaced Cooling System,400,Failure
5,Generator,420000,,Maintenance Service,50,Service
5,Generator,420475,Alternator,Replaced Alternator,700,Failure
5,Generator,422358,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,423000,,Maintenance Service,50,Service
5,Generator,426000,,Maintenance Service,50,Service
5,Generator,429000,,Maintenance Service,50,Service
5,Generator,432000,,Maintenance Service,50,Service
5,Generator,432771,Cooling System,Replaced Cooling System,400,Failure
5,Generator,433456,Alternator,Replaced Alternator,700,Failure
5,Generator,435000,,Maintenance Service,50,Service
5,Generator,438000,,Maintenance Service,50,Service
5,Generator,438343,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,441000,,Maintenance Service,50,Service
5,Generator,444000,,Maintenance Service,50,Service
5,Generator,445807,Cooling System,Replaced Cooling System,400,Failure
5,Generator,447000,,Maintenance Service,50,Service
5,Generator,447649,Alternator,Replaced Alternator,700,Failure
5,Generator,450000,,Maintenance Service,50,Service
5,Generator,453000,,Maintenance Service,50,Service
5,Generator,454388,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,456000,,Maintenance Service,50,Service
5,Generator,457812,Cooling System,Replaced Cooling System,400,Failure
5,Generator,459000,,Maintenance Service,50,Service
5,Generator,462000,,Maintenance Service,50,Service
5,Generator,462300,Alternator,Replaced Alternator,700,Failure
5,Generator,465000,,Maintenance Service,50,Service
5,Generator,468000,,Maintenance Service,50,Service
5,Generator,470419,Cooling System,Replaced Cooling System,400,Failure
5,Generator,471000,,Maintenance Service,50,Service
5,Generator,471600,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,474000,,Maintenance Service,50,Service
5,Generator,476097,Alternator,Replaced Alternator,700,Failure
5,Generator,477000,,Maintenance Service,50,Service
5,Generator,480000,,Maintenance Service,50,Service
5,Generator,483000,,Maintenance Service,50,Service
5,Generator,484128,Cooling System,Replaced Cooling System,400,Failure
5,Generator,486000,,Maintenance Service,50,Service
5,Generator,489000,,Maintenance Service,50,Service
5,Generator,489222,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,489775,Alternator,Replaced Alternator,700,Failure
5,Generator,492000,,Maintenance Service,50,Service
5,Generator,495000,,Maintenance Service,50,Service
5,Generator,496924,Cooling System,Replaced Cooling System,400,Failure
5,Generator,498000,,Maintenance Service,50,Service
5,Generator,501000,,Maintenance Service,50,Service
5,Generator,503894,Alternator,Replaced Alternator,700,Failure
5,Generator,504000,,Maintenance Service,50,Service
5,Generator,505801,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,507000,,Maintenance Service,50,Service
5,Generator,510000,,Maintenance Service,50,Service
5,Generator,510748,Cooling System,Replaced Cooling System,400,Failure
5,Generator,513000,,Maintenance Service,50,Service
5,Generator,516000,,Maintenance Service,50,Service
5,Generator,517216,Alternator,Replaced Alternator,700,Failure
5,Generator,519000,,Maintenance Service,50,Service
5,Generator,521944,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,522000,,Maintenance Service,50,Service
5,Generator,523763,Cooling System,Replaced Cooling System,400,Failure
5,Generator,525000,,Maintenance Service,50,Service
5,Generator,528000,,Maintenance Service,50,Service
5,Generator,531000,,Maintenance Service,50,Service
5,Generator,531013,Alternator,Replaced Alternator,700,Failure
5,Generator,534000,,Maintenance Service,50,Service
5,Generator,536532,Cooling System,Replaced Cooling System,400,Failure
5,Generator,537000,,Maintenance Service,50,Service
5,Generator,537199,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,540000,,Maintenance Service,50,Service
5,Generator,543000,,Maintenance Service,50,Service
5,Generator,544974,Alternator,Replaced Alternator,700,Failure
5,Generator,546000,,Maintenance Service,50,Service
5,Generator,549000,,Maintenance Service,50,Service
5,Generator,549450,Cooling System,Replaced Cooling System,400,Failure
5,Generator,552000,,Maintenance Service,50,Service
5,Generator,553613,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,555000,,Maintenance Service,50,Service
5,Generator,558000,,Maintenance Service,50,Service
5,Generator,558104,Alternator,Replaced Alternator,700,Failure
5,Generator,558604,Alternator,Preemptive Replacement of Alternator,700,Preemptive Replacement
5,Generator,561000,,Maintenance Service,50,Service
5,Generator,563336,Cooling System,Replaced Cooling System,400,Failure
5,Generator,564000,,Maintenance Service,50,Service
5,Generator,567000,,Maintenance Service,50,Service
5,Generator,569719,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,570000,,Maintenance Service,50,Service
5,Generator,571545,Alternator,Replaced Alternator,700,Failure
5,Generator,573000,,Maintenance Service,50,Service
5,Generator,576000,,Maintenance Service,50,Service
5,Generator,576085,Cooling System,Replaced Cooling System,400,Failure
5,Generator,579000,,Maintenance Service,50,Service
5,Generator,582000,,Maintenance Service,50,Service
5,Generator,585000,,Maintenance Service,50,Service
5,Generator,585330,Alternator,Replaced Alternator,700,Failure
5,Generator,585922,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,588000,,Maintenance Service,50,Service
5,Generator,590009,Cooling System,Replaced Cooling System,400,Failure
5,Generator,591000,,Maintenance Service,50,Service
5,Generator,594000,,Maintenance Service,50,Service
5,Generator,597000,,Maintenance Service,50,Service
5,Generator,599316,Alternator,Replaced Alternator,700,Failure
5,Generator,600000,,Maintenance Service,50,Service
5,Generator,602554,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,603000,,Maintenance Service,50,Service
5,Generator,603241,Cooling System,Replaced Cooling System,400,Failure
5,Generator,606000,,Maintenance Service,50,Service
5,Generator,609000,,Maintenance Service,50,Service
5,Generator,612000,,Maintenance Service,50,Service
5,Generator,612979,Alternator,Replaced Alternator,700,Failure
5,Generator,615000,,Maintenance Service,50,Service
5,Generator,616054,Cooling System,Replaced Cooling System,400,Failure
5,Generator,618000,,Maintenance Service,50,Service
5,Generator,619416,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,621000,,Maintenance Service,50,Service
5,Generator,624000,,Maintenance Service,50,Service
5,Generator,626761,Alternator,Replaced Alternator,700,Failure
5,Generator,627000,,Maintenance Service,50,Service
5,Generator,629160,Cooling System,Replaced Cooling System,400,Failure
5,Generator,630000,,Maintenance Service,50,Service
5,Generator,633000,,Maintenance Service,50,Service
5,Generator,634737,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,635237,Cooling System,Preemptive Replacement of Cooling System,400,Preemptive Replacement
5,Generator,636000,,Maintenance Service,50,Service
5,Generator,639000,,Maintenance Service,50,Service
5,Generator,639865,Alternator,Replaced Alternator,700,Failure
5,Generator,642000,,Maintenance Service,50,Service
5,Generator,645000,,Maintenance Service,50,Service
5,Generator,646283,Cooling System,Replaced Cooling System,400,Failure
5,Generator,648000,,Maintenance Service,50,Service
5,Generator,651000,,Maintenance Service,50,Service
5,Generator,651126,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,654000,,Maintenance Service,50,Service
5,Generator,654332,Alternator,Replaced Alternator,700,Failure
5,Generator,657000,,Maintenance Service,50,Service
5,Generator,659625,Cooling System,Replaced Cooling System,400,Failure
5,Generator,660000,,Maintenance Service,50,Service
5,Generator,663000,,Maintenance Service,50,Service
5,Generator,666000,,Maintenance Service,50,Service
5,Generator,668280,Alternator,Replaced Alternator,700,Failure
5,Generator,668808,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,669000,,Maintenance Service,50,Service
5,Generator,672000,,Maintenance Service,50,Service
5,Generator,672727,Cooling System,Replaced Cooling System,400,Failure
5,Generator,675000,,Maintenance Service,50,Service
5,Generator,678000,,Maintenance Service,50,Service
5,Generator,681000,,Maintenance Service,50,Service
5,Generator,682825,Alternator,Replaced Alternator,700,Failure
5,Generator,684000,,Maintenance Service,50,Service
5,Generator,685323,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,686568,Cooling System,Replaced Cooling System,400,Failure
5,Generator,687000,,Maintenance Service,50,Service
5,Generator,690000,,Maintenance Service,50,Service
5,Generator,693000,,Maintenance Service,50,Service
5,Generator,696000,,Maintenance Service,50,Service
5,Generator,696839,Alternator,Replaced Alternator,700,Failure
5,Generator,699000,,Maintenance Service,50,Service
5,Generator,699139,Cooling System,Replaced Cooling System,400,Failure
5,Generator,701792,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,702000,,Maintenance Service,50,Service
5,Generator,705000,,Maintenance Service,50,Service
5,Generator,708000,,Maintenance Service,50,Service
5,Generator,710870,Alternator,Replaced Alternator,700,Failure
5,Generator,711000,,Maintenance Service,50,Service
5,Generator,712573,Cooling System,Replaced Cooling System,400,Failure
5,Generator,714000,,Maintenance Service,50,Service
5,Generator,717000,,Maintenance Service,50,Service
5,Generator,717633,Wiring Harness,Replaced Wiring Harness,300,Failure
5,Generator,720000,,Maintenance Service,50,Service
5,Generator,723000,,Maintenance Service,50,Service
5,Generator,724999,Alternator,Replaced Alternator,700,Failure
6,Generator,3000,,Maintenance Service,50,Service
6,Generator,6000,,Maintenance Service,50,Service
6,Generator,9000,,Maintenance Service,50,Service
6,Generator,11768,Cooling System,Replaced Cooling System,400,Failure
6,Generator,12000,,Maintenance Service,50,Service
6,Generator,13096,Alternator,Replaced Alternator,700,Failure
6,Generator,14615,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,15000,,Maintenance Service,50,Service
6,Generator,18000,,Maintenance Service,50,Service
6,Generator,21000,,Maintenance Service,50,Service
6,Generator,24000,,Maintenance Service,50,Service
6,Generator,24679,Cooling System,Replaced Cooling System,400,Failure
6,Generator,25179,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
6,Generator,27000,,Maintenance Service,50,Service
6,Generator,27568,Alternator,Replaced Alternator,700,Failure
6,Generator,30000,,Maintenance Service,50,Service
6,Generator,33000,,Maintenance Service,50,Service
6,Generator,36000,,Maintenance Service,50,Service
6,Generator,38087,Cooling System,Replaced Cooling System,400,Failure
6,Generator,39000,,Maintenance Service,50,Service
6,Generator,39436,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,41705,Alternator,Replaced Alternator,700,Failure
6,Generator,42000,,Maintenance Service,50,Service
6,Generator,45000,,Maintenance Service,50,Service
6,Generator,48000,,Maintenance Service,50,Service
6,Generator,51000,,Maintenance Service,50,Service
6,Generator,51129,Cooling System,Replaced Cooling System,400,Failure
6,Generator,51629,Cooling System,Preemptive Replacement of Cooling System,400,Preemptive Replacement
6,Generator,54000,,Maintenance Service,50,Service
6,Generator,55185,Alternator,Replaced Alternator,700,Failure
6,Generator,55927,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,57000,,Maintenance Service,50,Service
6,Generator,60000,,Maintenance Service,50,Service
6,Generator,61880,Cooling System,Replaced Cooling System,400,Failure
6,Generator,63000,,Maintenance Service,50,Service
6,Generator,66000,,Maintenance Service,50,Service
6,Generator,69000,,Maintenance Service,50,Service
6,Generator,69574,Alternator,Replaced Alternator,700,Failure
6,Generator,72000,,Maintenance Service,50,Service
6,Generator,72834,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,74257,Cooling System,Replaced Cooling System,400,Failure
6,Generator,75000,,Maintenance Service,50,Service
6,Generator,78000,,Maintenance Service,50,Service
6,Generator,81000,,Maintenance Service,50,Service
6,Generator,83422,Alternator,Replaced Alternator,700,Failure
6,Generator,84000,,Maintenance Service,50,Service
6,Generator,87000,,Maintenance Service,50,Service
6,Generator,87311,Cooling System,Replaced Cooling System,400,Failure
6,Generator,89552,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,90000,,Maintenance Service,50,Service
6,Generator,93000,,Maintenance Service,50,Service
6,Generator,96000,,Maintenance Service,50,Service
6,Generator,97412,Alternator,Replaced Alternator,700,Failure
6,Generator,99000,,Maintenance Service,50,Service
6,Generator,100991,Cooling System,Replaced Cooling System,400,Failure
6,Generator,102000,,Maintenance Service,50,Service
6,Generator,105000,,Maintenance Service,50,Service
6,Generator,105286,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,108000,,Maintenance Service,50,Service
6,Generator,111000,,Maintenance Service,50,Service
6,Generator,111316,Alternator,Replaced Alternator,700,Failure
6,Generator,111816,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
6,Generator,113868,Cooling System,Replaced Cooling System,400,Failure
6,Generator,114000,,Maintenance Service,50,Service
6,Generator,117000,,Maintenance Service,50,Service
6,Generator,120000,,Maintenance Service,50,Service
6,Generator,123000,,Maintenance Service,50,Service
6,Generator,125592,Alternator,Replaced Alternator,700,Failure
6,Generator,126000,,Maintenance Service,50,Service
6,Generator,126346,Cooling System,Replaced Cooling System,400,Failure
6,Generator,126427,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,129000,,Maintenance Service,50,Service
6,Generator,132000,,Maintenance Service,50,Service
6,Generator,135000,,Maintenance Service,50,Service
6,Generator,138000,,Maintenance Service,50,Service
6,Generator,139811,Cooling System,Replaced Cooling System,400,Failure
6,Generator,140234,Alternator,Replaced Alternator,700,Failure
6,Generator,141000,,Maintenance Service,50,Service
6,Generator,142140,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,144000,,Maintenance Service,50,Service
6,Generator,147000,,Maintenance Service,50,Service
6,Generator,150000,,Maintenance Service,50,Service
6,Generator,152398,Cooling System,Replaced Cooling System,400,Failure
6,Generator,153000,,Maintenance Service,50,Service
6,Generator,155023,Alternator,Replaced Alternator,700,Failure
6,Generator,156000,,Maintenance Service,50,Service
6,Generator,158185,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,159000,,Maintenance Service,50,Service
6,Generator,162000,,Maintenance Service,50,Service
6,Generator,165000,,Maintenance Service,50,Service
6,Generator,165592,Cooling System,Replaced Cooling System,400,Failure
6,Generator,168000,,Maintenance Service,50,Service
6,Generator,169819,Alternator,Replaced Alternator,700,Failure
6,Generator,170319,Alternator,Preemptive Replacement of Alternator,700,Preemptive Replacement
6,Generator,171000,,Maintenance Service,50,Service
6,Generator,174000,,Maintenance Service,50,Service
6,Generator,174191,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,177000,,Maintenance Service,50,Service
6,Generator,179803,Cooling System,Replaced Cooling System,400,Failure
6,Generator,180000,,Maintenance Service,50,Service
6,Generator,182543,Alternator,Replaced Alternator,700,Failure
6,Generator,183000,,Maintenance Service,50,Service
6,Generator,186000,,Maintenance Service,50,Service
6,Generator,189000,,Maintenance Service,50,Service
6,Generator,190956,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,192000,,Maintenance Service,50,Service
6,Generator,193711,Cooling System,Replaced Cooling System,400,Failure
6,Generator,195000,,Maintenance Service,50,Service
6,Generator,196325,Alternator,Replaced Alternator,700,Failure
6,Generator,198000,,Maintenance Service,50,Service
6,Generator,201000,,Maintenance Service,50,Service
6,Generator,204000,,Maintenance Service,50,Service
6,Generator,207000,,Maintenance Service,50,Service
6,Generator,207133,Wiring Harness,Replaced Wiring Harness,300,Failure
6,Generator,207537,Cooling System,Replaced Cooling System,400,Failure
6,Generator,207633,Wiring Harness,Preemptive Replacement of Wiring Harness,300,Preemptive Replacement
6,Generator,210000,,Maintenance Service,50,Service
6,Generator,210456,Alternator,Replaced Alternator,700,Failure
6,Generator,213000,,Maintenance Service,50,Service
6,Generator,216000,,Maintenance Service,50,Service
6,Generator,219000,,Maintenance Service,50,Service
